Bits,InputPower,OutputPower,DelayBit,OutputPowerWithoutDelay,,
55.484375,9.99E-07,1.62E-08,,6.99E-06,,
55.5,9.99E-07,2.57E-08,,6.29E-06,,
55.515625,9.99E-07,2.68E-08,,5.49E-06,,
55.53125,9.99E-07,1.49E-08,,5.15E-06,,
55.546875,9.99E-07,5.54E-09,,5.82E-06,,
55.5625,9.99E-07,1.76E-08,,6.53E-06,,
55.578125,9.99E-07,3.38E-08,,6.38E-06,,
55.59375,9.99E-07,3.49E-08,,5.54E-06,,
55.609375,9.99E-07,1.74E-08,,4.93E-06,,
55.625,9.99E-07,2.98E-09,,4.44E-06,,
55.640625,9.99E-07,1.56E-08,,4.03E-06,,
55.65625,9.99E-07,3.60E-08,,3.40E-06,,
55.671875,9.99E-07,3.76E-08,,2.57E-06,,
55.6875,9.99E-07,1.72E-08,,1.87E-06,,
55.703125,9.99E-07,5.93E-09,,1.79E-06,,
55.71875,9.99E-07,1.11E-08,,1.98E-06,,
55.734375,9.99E-07,2.98E-08,,1.98E-06,,
55.75,9.99E-07,2.90E-08,,2.14E-06,,
55.765625,9.99E-07,1.79E-08,,2.73E-06,,
55.78125,9.99E-07,1.41E-08,,3.36E-06,,
55.796875,9.99E-07,1.30E-08,,3.84E-06,,
55.8125,9.99E-07,1.29E-08,,4.39E-06,,
55.828125,9.99E-07,1.44E-08,,4.63E-06,,
55.84375,9.99E-07,2.67E-08,,3.85E-06,,
55.859375,9.99E-07,3.43E-08,,2.43E-06,,
55.875,9.99E-07,1.22E-08,,1.32E-06,,
55.890625,9.99E-07,7.64E-09,,6.98E-07,,
55.90625,9.99E-07,1.25E-08,,4.29E-07,,
55.921875,9.99E-07,1.98E-08,,5.00E-07,,
55.9375,9.99E-07,3.49E-08,,8.83E-07,,
55.953125,9.99E-07,2.62E-08,,1.23E-06,,
55.96875,9.99E-07,8.06E-09,,1.36E-06,,
55.984375,9.99E-07,8.78E-09,,1.50E-06,,
56,9.99E-07,2.13E-08,,1.84E-06,,
56.015625,5.07E-05,2.15E-08,,2.24E-06,,
56.03125,0.000389934,2.09E-08,,2.62E-06,,
56.046875,0.000800279,1.83E-08,,3.09E-06,,
56.0625,0.000962522,1.88E-08,,3.81E-06,,
56.078125,0.000993874,8.28E-09,,4.53E-06,,
56.09375,0.000998258,7.53E-09,,4.65E-06,,
56.109375,0.000998893,2.50E-08,,4.74E-06,,
56.125,0.000998988,3.77E-08,,5.37E-06,,
56.140625,0.000999,3.13E-08,,6.20E-06,,
56.15625,0.000999001,8.38E-09,,6.67E-06,,
56.171875,0.000999001,3.29E-09,,6.57E-06,,
56.1875,0.000999001,1.87E-08,,6.81E-06,,
56.203125,0.000999001,4.18E-08,,7.24E-06,,
56.21875,0.000999001,4.17E-08,,7.76E-06,,
56.234375,0.000999001,1.53E-08,,8.59E-06,,
56.25,0.000999001,2.72E-09,,9.77E-06,,
56.265625,0.000999001,9.42E-09,,1.06E-05,,
56.28125,0.000999001,2.66E-08,,1.10E-05,,
56.296875,0.000999001,3.46E-08,,1.10E-05,,
56.3125,0.000999001,2.62E-08,,1.15E-05,,
56.328125,0.000999001,9.67E-09,,1.19E-05,,
56.34375,0.000999001,2.97E-09,,1.20E-05,,
56.359375,0.000999001,1.48E-08,,1.20E-05,,
56.375,0.000999001,3.28E-08,,1.20E-05,,
56.390625,0.000999001,2.47E-08,,1.13E-05,,
56.40625,0.000999001,1.25E-08,,1.13E-05,,
56.421875,0.000999001,9.40E-09,,1.14E-05,,
56.4375,0.000999001,9.04E-09,,1.14E-05,,
56.453125,0.000999001,1.23E-08,,1.24E-05,,
56.46875,0.000999001,2.79E-08,,1.43E-05,,
56.484375,0.000999001,2.11E-08,,1.61E-05,,
56.5,0.000999001,8.63E-09,,1.83E-05,,
56.515625,0.000999001,1.01E-08,,1.95E-05,,
56.53125,0.000999001,2.52E-08,,1.93E-05,,
56.546875,0.000999001,1.65E-08,,1.86E-05,,
56.5625,0.000999001,9.38E-09,,1.94E-05,,
56.578125,0.000999001,1.49E-08,,2.08E-05,,
56.59375,0.000999001,1.90E-08,,2.07E-05,,
56.609375,0.000999001,1.76E-08,,2.04E-05,,
56.625,0.000999001,1.54E-08,,2.10E-05,,
56.640625,0.000999001,1.53E-08,,2.18E-05,,
56.65625,0.000999001,1.17E-08,,2.18E-05,,
56.671875,0.000999001,1.11E-08,,2.03E-05,,
56.6875,0.000999001,1.76E-08,,1.82E-05,,
56.703125,0.000999001,1.90E-08,,1.65E-05,,
56.71875,0.000999001,2.65E-08,,1.58E-05,,
56.734375,0.000999001,1.91E-08,,1.55E-05,,
56.75,0.000999001,5.70E-09,,1.46E-05,,
56.765625,0.000999001,7.59E-09,,1.34E-05,,
56.78125,0.000999001,2.75E-08,,1.20E-05,,
56.796875,0.000999001,2.98E-08,,1.13E-05,,
56.8125,0.000999001,3.31E-08,,1.19E-05,,
56.828125,0.000999001,1.52E-08,,1.30E-05,,
56.84375,0.000999001,1.66E-09,,1.41E-05,,
56.859375,0.000999001,1.33E-08,,1.53E-05,,
56.875,0.000999001,3.71E-08,,1.67E-05,,
56.890625,0.000999001,4.24E-08,,1.81E-05,,
56.90625,0.000999001,2.94E-08,,2.06E-05,,
56.921875,0.000999001,5.11E-09,,2.27E-05,,
56.9375,0.000999001,6.86E-09,,2.34E-05,,
56.953125,0.000999001,2.08E-08,,2.36E-05,,
56.96875,0.000999001,3.27E-08,,2.32E-05,,
56.984375,0.000999001,2.59E-08,,2.19E-05,,
57,0.000999001,1.08E-08,,2.04E-05,,
57.015625,0.000999001,1.61E-08,,1.90E-05,,
57.03125,0.000999001,1.49E-08,,1.78E-05,,
57.046875,0.000999001,6.96E-09,,1.72E-05,,
57.0625,0.000999001,1.29E-08,,1.80E-05,,
57.078125,0.000999001,3.43E-08,,2.04E-05,,
57.09375,0.000999001,3.50E-08,,2.39E-05,,
57.109375,0.000999001,1.63E-08,,2.73E-05,,
57.125,0.000999001,8.68E-09,,2.91E-05,,
57.140625,0.000999001,5.98E-09,,2.96E-05,,
57.15625,0.000999001,1.61E-08,,2.83E-05,,
57.171875,0.000999001,3.31E-08,,2.64E-05,,
57.1875,0.000999001,3.76E-08,,2.55E-05,,
57.203125,0.000999001,1.95E-08,,2.42E-05,,
57.21875,0.000999001,7.56E-09,,2.23E-05,,
57.234375,0.000999001,1.25E-08,,2.03E-05,,
57.25,0.000999001,1.33E-08,,1.92E-05,,
57.265625,0.000999001,1.76E-08,,1.82E-05,,
57.28125,0.000999001,1.88E-08,,1.64E-05,,
57.296875,0.000999001,3.09E-08,,1.37E-05,,
57.3125,0.000999001,3.12E-08,,1.15E-05,,
57.328125,0.000999001,1.28E-08,,1.02E-05,,
57.34375,0.000999001,1.72E-09,,9.31E-06,,
57.359375,0.000999001,1.78E-08,,8.41E-06,,
57.375,0.000999001,3.49E-08,,7.83E-06,,
57.390625,0.000999001,4.70E-08,,7.67E-06,,
57.40625,0.000999001,3.30E-08,,8.42E-06,,
57.421875,0.000999001,1.06E-08,,9.51E-06,,
57.4375,0.000999001,1.42E-09,,1.01E-05,,
57.453125,0.000999001,2.04E-08,,9.52E-06,,
57.46875,0.000999001,3.68E-08,,9.08E-06,,
57.484375,0.000999001,3.83E-08,,9.16E-06,,
57.5,0.000999001,3.08E-08,,9.84E-06,,
57.515625,0.000999001,1.10E-08,,1.09E-05,,
57.53125,0.000999001,3.33E-09,,1.25E-05,,
57.546875,0.000999001,1.04E-08,,1.37E-05,,
57.5625,0.000999001,3.28E-08,,1.33E-05,,
57.578125,0.000999001,4.90E-08,,1.30E-05,,
57.59375,0.000999001,2.59E-08,,1.32E-05,,
57.609375,0.000999001,6.57E-09,,1.32E-05,,
57.625,0.000999001,1.11E-08,,1.30E-05,,
57.640625,0.000999001,1.50E-08,,1.30E-05,,
57.65625,0.000999001,1.37E-08,,1.31E-05,,
57.671875,0.000999001,2.93E-08,,1.39E-05,,
57.6875,0.000999001,3.25E-08,,1.54E-05,,
57.703125,0.000999001,1.23E-08,,1.71E-05,,
57.71875,0.000999001,6.29E-09,,1.90E-05,,
57.734375,0.000999001,1.92E-08,,2.01E-05,,
57.75,0.000999001,2.73E-08,,2.03E-05,,
57.765625,0.000999001,1.82E-08,,2.04E-05,,
57.78125,0.000999001,8.10E-09,,2.15E-05,,
57.796875,0.000999001,1.65E-08,,2.37E-05,,
57.8125,0.000999001,1.73E-08,,2.46E-05,,
57.828125,0.000999001,1.86E-08,,2.42E-05,,
57.84375,0.000999001,2.21E-08,,2.32E-05,,
57.859375,0.000999001,1.90E-08,,2.28E-05,,
57.875,0.000999001,6.70E-09,,2.34E-05,,
57.890625,0.000999001,1.20E-08,,2.27E-05,,
57.90625,0.000999001,1.57E-08,,2.06E-05,,
57.921875,0.000999001,2.34E-08,,1.89E-05,,
57.9375,0.000999001,2.69E-08,,1.90E-05,,
57.953125,0.000999001,2.49E-08,,2.04E-05,,
57.96875,0.000999001,1.30E-08,,2.25E-05,,
57.984375,0.000999001,2.43E-09,,2.41E-05,,
58,0.000999001,1.16E-08,,2.52E-05,,
58.015625,0.000999001,3.01E-08,,2.61E-05,,
58.03125,0.000999001,4.82E-08,,2.62E-05,,
58.046875,0.000999001,4.03E-08,,2.55E-05,,
58.0625,0.000999001,1.74E-08,,2.43E-05,,
58.078125,0.000999001,1.73E-09,,2.20E-05,,
58.09375,0.000999001,8.80E-09,,1.97E-05,,
58.109375,0.000999001,4.22E-08,,1.79E-05,,
58.125,0.000999001,5.86E-08,,1.59E-05,,
58.140625,0.000999001,4.17E-08,,1.42E-05,,
58.15625,0.000999001,1.38E-08,,1.39E-05,,
58.171875,0.000999001,3.21E-09,,1.40E-05,,
58.1875,0.000999001,1.31E-08,,1.39E-05,,
58.203125,0.000999001,2.18E-08,,1.47E-05,,
58.21875,0.000999001,2.08E-08,,1.62E-05,,
58.234375,0.000999001,1.74E-08,,1.75E-05,,
58.25,0.000999001,2.61E-08,,1.85E-05,,
58.265625,0.000999001,3.23E-08,,1.92E-05,,
58.28125,0.000999001,1.60E-08,,1.96E-05,,
58.296875,0.000999001,3.58E-09,,1.96E-05,,
58.3125,0.000999001,1.02E-08,,2.04E-05,,
58.328125,0.000999001,3.00E-08,,2.20E-05,,
58.34375,0.000999001,2.48E-08,,2.36E-05,,
58.359375,0.000999001,3.12E-08,,2.43E-05,,
58.375,0.000999001,2.88E-08,,2.37E-05,,
58.390625,0.000999001,1.30E-08,,2.20E-05,,
58.40625,0.000999001,1.04E-09,,2.05E-05,,
58.421875,0.000999001,1.68E-08,,1.95E-05,,
58.4375,0.000999001,2.37E-08,,1.86E-05,,
58.453125,0.000999001,2.67E-08,,1.77E-05,,
58.46875,0.000999001,2.73E-08,,1.68E-05,,
58.484375,0.000999001,1.63E-08,,1.53E-05,,
58.5,0.000999001,1.68E-08,,1.36E-05,,
58.515625,0.000999001,1.21E-08,,1.12E-05,,
58.53125,0.000999001,4.17E-09,,9.09E-06,,
58.546875,0.000999001,8.26E-09,,8.04E-06,,
58.5625,0.000999001,3.46E-08,,7.34E-06,,
58.578125,0.000999001,4.35E-08,,6.35E-06,,
58.59375,0.000999001,4.94E-08,,5.67E-06,,
58.609375,0.000999001,2.65E-08,,5.46E-06,,
58.625,0.000999001,2.27E-09,,5.74E-06,,
58.640625,0.000999001,4.35E-09,,6.79E-06,,
58.65625,0.000999001,3.18E-08,,7.85E-06,,
58.671875,0.000999001,4.95E-08,,8.10E-06,,
58.6875,0.000999001,4.78E-08,,8.04E-06,,
58.703125,0.000999001,3.09E-08,,8.26E-06,,
58.71875,0.000999001,9.57E-09,,8.48E-06,,
58.734375,0.000999001,2.29E-09,,8.26E-06,,
58.75,0.000999001,9.12E-09,,8.28E-06,,
58.765625,0.000999001,2.16E-08,,8.75E-06,,
58.78125,0.000999001,3.53E-08,,8.98E-06,,
58.796875,0.000999001,4.63E-08,,9.51E-06,,
58.8125,0.000999001,2.12E-08,,1.04E-05,,
58.828125,0.000999001,6.28E-09,,1.06E-05,,
58.84375,0.000999001,8.37E-09,,1.04E-05,,
58.859375,0.000999001,1.33E-08,,9.82E-06,,
58.875,0.000999001,1.02E-08,,8.37E-06,,
58.890625,0.000999001,3.10E-08,,6.72E-06,,
58.90625,0.000999001,3.77E-08,,5.73E-06,,
58.921875,0.000999001,2.38E-08,,5.04E-06,,
58.9375,0.000999001,2.49E-09,,4.03E-06,,
58.953125,0.000999001,1.41E-08,,3.10E-06,,
58.96875,0.000999001,3.04E-08,,2.53E-06,,
58.984375,0.000999001,2.72E-08,,2.63E-06,,
59,0.000999001,1.14E-08,,2.71E-06,,
59.015625,0.000949268,8.10E-09,,2.37E-06,,
59.03125,0.000610066,1.50E-08,,2.09E-06,,
59.046875,0.000199721,1.76E-08,,2.11E-06,,
59.0625,3.75E-05,2.72E-08,,2.26E-06,,
59.078125,6.13E-06,3.08E-08,,2.49E-06,,
59.09375,1.74E-06,1.51E-08,,2.47E-06,,
59.109375,1.11E-06,8.54E-09,,2.40E-06,,
59.125,1.01E-06,8.43E-09,,2.74E-06,,
59.140625,1.00E-06,8.89E-09,,3.71E-06,,
59.15625,9.99E-07,1.66E-08,,4.04E-06,,
59.171875,9.99E-07,3.07E-08,,3.53E-06,,
59.1875,9.99E-07,4.51E-08,,2.72E-06,,
59.203125,9.99E-07,3.64E-08,,2.00E-06,,
59.21875,9.99E-07,1.18E-08,,1.55E-06,,
59.234375,9.99E-07,1.21E-09,,1.31E-06,,
59.25,9.99E-07,4.78E-09,,1.28E-06,,
59.265625,9.99E-07,3.65E-08,,1.38E-06,,
59.28125,9.99E-07,6.47E-08,,1.52E-06,,
59.296875,9.99E-07,6.15E-08,,1.72E-06,,
59.3125,9.99E-07,4.04E-08,,2.04E-06,,
59.328125,9.99E-07,1.13E-08,,2.20E-06,,
59.34375,9.99E-07,1.30E-10,,2.54E-06,,
59.359375,9.99E-07,1.49E-08,,3.05E-06,,
59.375,9.99E-07,4.13E-08,,3.20E-06,,
59.390625,9.99E-07,5.06E-08,,3.03E-06,,
59.40625,9.99E-07,3.16E-08,,3.09E-06,,
59.421875,9.99E-07,1.38E-08,,3.21E-06,,
59.4375,9.99E-07,1.16E-08,,3.08E-06,,
59.453125,9.99E-07,1.73E-08,,2.81E-06,,
59.46875,9.99E-07,1.47E-08,,3.06E-06,,
59.484375,9.99E-07,2.79E-09,,3.55E-06,,
59.5,9.99E-07,1.19E-08,,3.67E-06,,
59.515625,9.99E-07,4.02E-08,,3.53E-06,,
59.53125,9.99E-07,5.19E-08,,2.80E-06,,
59.546875,9.99E-07,3.51E-08,,1.81E-06,,
59.5625,9.99E-07,2.13E-08,,1.47E-06,,
59.578125,9.99E-07,1.04E-08,,1.31E-06,,
59.59375,9.99E-07,1.37E-09,,1.20E-06,,
59.609375,9.99E-07,8.33E-09,,1.09E-06,,
59.625,9.99E-07,3.49E-08,,8.33E-07,,
59.640625,9.99E-07,4.59E-08,,5.73E-07,,
59.65625,9.99E-07,3.13E-08,,4.05E-07,,
59.671875,9.99E-07,2.38E-08,,4.22E-07,,
59.6875,9.99E-07,1.35E-08,,4.81E-07,,
59.703125,9.99E-07,1.08E-08,,3.36E-07,,
59.71875,9.99E-07,1.56E-08,,1.21E-07,,
59.734375,9.99E-07,8.56E-09,,3.80E-08,,
59.75,9.99E-07,5.65E-09,,2.91E-07,,
59.765625,9.99E-07,3.06E-08,,7.45E-07,,
59.78125,9.99E-07,5.29E-08,,1.09E-06,,
59.796875,9.99E-07,5.69E-08,,1.22E-06,,
59.8125,9.99E-07,3.97E-08,,1.34E-06,,
59.828125,9.99E-07,1.77E-08,,1.41E-06,,
59.84375,9.99E-07,8.43E-10,,1.44E-06,,
59.859375,9.99E-07,9.86E-09,,1.24E-06,,
59.875,9.99E-07,4.04E-08,,1.00E-06,,
59.890625,9.99E-07,6.49E-08,,8.47E-07,,
59.90625,9.99E-07,4.99E-08,,6.40E-07,,
59.921875,9.99E-07,3.24E-08,,4.63E-07,,
59.9375,9.99E-07,2.11E-08,,3.94E-07,,
59.953125,9.99E-07,7.22E-09,,4.45E-07,,
59.96875,9.99E-07,1.82E-09,,8.67E-07,,
59.984375,9.99E-07,1.33E-08,,1.41E-06,,
60,9.99E-07,3.09E-08,,1.63E-06,,
60.015625,9.99E-07,4.51E-08,,1.73E-06,,
60.03125,9.99E-07,4.40E-08,,1.97E-06,,
60.046875,9.99E-07,1.71E-08,,2.20E-06,,
60.0625,9.99E-07,9.67E-09,,2.26E-06,,
60.078125,9.99E-07,1.52E-08,,2.26E-06,,
60.09375,9.99E-07,1.11E-08,,1.99E-06,,
60.109375,9.99E-07,7.99E-09,,1.38E-06,,
60.125,9.99E-07,2.70E-08,,8.16E-07,,
60.140625,9.99E-07,3.75E-08,,5.21E-07,,
60.15625,9.99E-07,2.26E-08,,2.77E-07,,
60.171875,9.99E-07,1.05E-08,,9.57E-08,,
60.1875,9.99E-07,8.85E-09,,6.81E-08,,
60.203125,9.99E-07,2.58E-08,,6.36E-08,,
60.21875,9.99E-07,3.30E-08,,4.59E-08,,
60.234375,9.99E-07,2.35E-08,,5.03E-08,,
60.25,9.99E-07,1.05E-08,,1.08E-07,,
60.265625,9.99E-07,1.38E-08,,1.69E-07,,
60.28125,9.99E-07,8.03E-09,,1.31E-07,,
60.296875,9.99E-07,1.11E-08,,8.73E-08,,
60.3125,9.99E-07,2.87E-08,,1.08E-07,,
60.328125,9.99E-07,2.78E-08,,1.62E-07,,
60.34375,9.99E-07,2.93E-08,,1.99E-07,,
60.359375,9.99E-07,3.11E-08,,3.77E-07,,
60.375,9.99E-07,2.84E-08,,7.55E-07,,
60.390625,9.99E-07,1.56E-08,,8.16E-07,,
60.40625,9.99E-07,8.33E-10,,6.13E-07,,
60.421875,9.99E-07,7.27E-09,,4.64E-07,,
60.4375,9.99E-07,3.18E-08,,4.58E-07,,
60.453125,9.99E-07,5.71E-08,,5.99E-07,,
60.46875,9.99E-07,7.37E-08,,6.20E-07,,
60.484375,9.99E-07,7.22E-08,,4.76E-07,,
60.5,9.99E-07,4.00E-08,,3.94E-07,,
60.515625,9.99E-07,1.08E-08,,5.91E-07,,
60.53125,9.99E-07,2.26E-09,,1.10E-06,,
60.546875,9.99E-07,2.07E-08,,1.52E-06,,
60.5625,9.99E-07,5.24E-08,,2.01E-06,,
60.578125,9.99E-07,7.62E-08,,2.64E-06,,
60.59375,9.99E-07,7.23E-08,,3.16E-06,,
60.609375,9.99E-07,4.18E-08,,3.37E-06,,
60.625,9.99E-07,1.48E-08,,3.62E-06,,
60.640625,9.99E-07,4.64E-09,,3.77E-06,,
60.65625,9.99E-07,3.65E-09,,3.85E-06,,
60.671875,9.99E-07,8.79E-09,,3.88E-06,,
60.6875,9.99E-07,9.13E-09,,4.05E-06,,
60.703125,9.99E-07,1.10E-08,,4.84E-06,,
60.71875,9.99E-07,3.28E-08,,5.48E-06,,
60.734375,9.99E-07,7.02E-08,,5.49E-06,,
60.75,9.99E-07,6.44E-08,,5.25E-06,,
60.765625,9.99E-07,2.92E-08,,4.89E-06,,
60.78125,9.99E-07,1.18E-08,,4.89E-06,,
60.796875,9.99E-07,1.55E-09,,5.53E-06,,
60.8125,9.99E-07,1.52E-09,,6.02E-06,,
60.828125,9.99E-07,1.43E-08,,5.61E-06,,
60.84375,9.99E-07,5.02E-08,,4.82E-06,,
60.859375,9.99E-07,5.67E-08,,4.39E-06,,
60.875,9.99E-07,4.01E-08,,4.09E-06,,
60.890625,9.99E-07,2.30E-08,,3.52E-06,,
60.90625,9.99E-07,1.07E-08,,3.05E-06,,
60.921875,9.99E-07,1.36E-08,,2.96E-06,,
60.9375,9.99E-07,1.60E-08,,3.54E-06,,
60.953125,9.99E-07,1.38E-08,,4.78E-06,,
60.96875,9.99E-07,4.64E-10,,6.22E-06,,
60.984375,9.99E-07,1.20E-08,,7.72E-06,,
61,9.99E-07,3.12E-08,,8.88E-06,,
61.015625,5.07E-05,5.67E-08,,9.24E-06,,
61.03125,0.000389934,7.68E-08,,9.78E-06,,
61.046875,0.000800279,6.77E-08,,1.03E-05,,
61.0625,0.000962522,4.56E-08,,1.04E-05,,
61.078125,0.000993874,1.38E-08,,1.06E-05,,
61.09375,0.000998258,2.91E-09,,1.03E-05,,
61.109375,0.000998893,1.76E-08,,9.71E-06,,
61.125,0.000998988,4.16E-08,,9.49E-06,,
61.140625,0.000999,5.42E-08,,8.89E-06,,
61.15625,0.000999001,6.83E-08,,8.05E-06,,
61.171875,0.000999001,5.51E-08,,7.72E-06,,
61.1875,0.000999001,3.22E-08,,8.13E-06,,
61.203125,0.000999001,1.61E-08,,9.02E-06,,
61.21875,0.000999001,2.04E-09,,9.54E-06,,
61.234375,0.000999001,2.84E-09,,9.62E-06,,
61.25,0.000999001,2.14E-08,,1.02E-05,,
61.265625,0.000999001,4.11E-08,,1.10E-05,,
61.28125,0.000999001,3.69E-08,,1.11E-05,,
61.296875,0.000999001,2.14E-08,,1.10E-05,,
61.3125,0.000999001,2.33E-08,,1.13E-05,,
61.328125,0.000999001,2.44E-08,,1.14E-05,,
61.34375,0.000999001,1.41E-08,,1.08E-05,,
61.359375,0.000999001,1.08E-09,,1.09E-05,,
61.375,0.000999001,1.54E-08,,1.12E-05,,
61.390625,0.000999001,3.46E-08,,1.18E-05,,
61.40625,0.000999001,3.64E-08,,1.31E-05,,
61.421875,0.000999001,2.26E-08,,1.37E-05,,
61.4375,0.000999001,3.38E-09,,1.35E-05,,
61.453125,0.000999001,7.77E-09,,1.38E-05,,
61.46875,0.000999001,1.90E-08,,1.47E-05,,
61.484375,0.000999001,1.63E-08,,1.58E-05,,
61.5,0.000999001,2.21E-08,,1.58E-05,,
61.515625,0.000999001,3.40E-08,,1.46E-05,,
61.53125,0.000999001,3.27E-08,,1.35E-05,,
61.546875,0.000999001,2.27E-08,,1.33E-05,,
61.5625,0.000999001,1.24E-08,,1.43E-05,,
61.578125,0.000999001,7.88E-09,,1.68E-05,,
61.59375,0.000999001,3.54E-09,,1.93E-05,,
61.609375,0.000999001,1.95E-09,,2.04E-05,,
61.625,0.000999001,2.58E-08,,1.95E-05,,
61.640625,0.000999001,6.00E-08,,1.79E-05,,
61.65625,0.000999001,7.71E-08,,1.63E-05,,
61.671875,0.000999001,6.57E-08,,1.48E-05,,
61.6875,0.000999001,6.06E-08,,1.42E-05,,
61.703125,0.000999001,4.46E-08,,1.39E-05,,
61.71875,0.000999001,1.10E-08,,1.40E-05,,
61.734375,0.000999001,1.99E-09,,1.40E-05,,
61.75,0.000999001,1.63E-08,,1.32E-05,,
61.765625,0.000999001,5.73E-08,,1.18E-05,,
61.78125,0.000999001,7.84E-08,,9.93E-06,,
61.796875,0.000999001,9.13E-08,,8.45E-06,,
61.8125,0.000999001,7.74E-08,,7.73E-06,,
61.828125,0.000999001,4.75E-08,,7.23E-06,,
61.84375,0.000999001,2.28E-08,,6.83E-06,,
61.859375,0.000999001,4.89E-09,,6.52E-06,,
61.875,0.000999001,1.54E-09,,6.19E-06,,
61.890625,0.000999001,1.16E-08,,5.99E-06,,
61.90625,0.000999001,9.68E-09,,5.72E-06,,
61.921875,0.000999001,4.20E-09,,4.97E-06,,
61.9375,0.000999001,3.22E-08,,4.13E-06,,
61.953125,0.000999001,6.75E-08,,3.69E-06,,
61.96875,0.000999001,7.73E-08,,3.38E-06,,
61.984375,0.000999001,6.27E-08,,3.33E-06,,
62,0.000999001,3.63E-08,,3.56E-06,,
62.015625,0.000949268,2.87E-08,,3.68E-06,,
62.03125,0.000610066,1.46E-08,,3.66E-06,,
62.046875,0.000199721,1.82E-09,,3.69E-06,,
62.0625,3.75E-05,1.08E-08,,4.16E-06,,
62.078125,6.13E-06,4.05E-08,,4.73E-06,,
62.09375,1.74E-06,4.96E-08,,5.33E-06,,
62.109375,1.11E-06,4.54E-08,,6.15E-06,,
62.125,1.01E-06,3.79E-08,,6.99E-06,,
62.140625,1.00E-06,2.51E-08,,7.41E-06,,
62.15625,9.99E-07,1.58E-08,,7.17E-06,,
62.171875,9.99E-07,3.13E-08,,6.07E-06,,
62.1875,9.99E-07,4.42E-08,,4.79E-06,,
62.203125,9.99E-07,2.63E-08,,4.26E-06,,
62.21875,9.99E-07,8.69E-09,,4.03E-06,,
62.234375,9.99E-07,1.53E-09,,3.84E-06,,
62.25,9.99E-07,1.44E-08,,3.50E-06,,
62.265625,9.99E-07,4.05E-08,,2.95E-06,,
62.28125,9.99E-07,7.32E-08,,2.57E-06,,
62.296875,9.99E-07,9.50E-08,,2.56E-06,,
62.3125,9.99E-07,1.03E-07,,2.83E-06,,
62.328125,9.99E-07,7.28E-08,,3.29E-06,,
62.34375,9.99E-07,3.08E-08,,3.67E-06,,
62.359375,9.99E-07,9.49E-09,,3.91E-06,,
62.375,9.99E-07,4.63E-10,,4.48E-06,,
62.390625,9.99E-07,6.69E-09,,5.35E-06,,
62.40625,9.99E-07,1.15E-08,,5.59E-06,,
62.421875,9.99E-07,3.23E-08,,5.22E-06,,
62.4375,9.99E-07,5.23E-08,,5.12E-06,,
62.453125,9.99E-07,5.49E-08,,5.53E-06,,
62.46875,9.99E-07,5.78E-08,,5.72E-06,,
62.484375,9.99E-07,2.63E-08,,5.44E-06,,
62.5,9.99E-07,9.55E-09,,5.61E-06,,
62.515625,9.99E-07,1.37E-08,,5.99E-06,,
62.53125,9.99E-07,1.45E-08,,5.90E-06,,
62.546875,9.99E-07,3.89E-09,,5.07E-06,,
62.5625,9.99E-07,4.19E-09,,3.95E-06,,
62.578125,9.99E-07,2.85E-08,,3.20E-06,,
62.59375,9.99E-07,5.09E-08,,2.63E-06,,
62.609375,9.99E-07,4.82E-08,,2.31E-06,,
62.625,9.99E-07,2.26E-08,,2.03E-06,,
62.640625,9.99E-07,4.94E-09,,1.91E-06,,
62.65625,9.99E-07,4.89E-09,,1.94E-06,,
62.671875,9.99E-07,1.67E-08,,1.96E-06,,
62.6875,9.99E-07,2.63E-08,,1.96E-06,,
62.703125,9.99E-07,2.52E-08,,2.11E-06,,
62.71875,9.99E-07,3.93E-08,,2.24E-06,,
62.734375,9.99E-07,4.31E-08,,1.97E-06,,
62.75,9.99E-07,2.94E-08,,1.54E-06,,
62.765625,9.99E-07,2.08E-08,,1.33E-06,,
62.78125,9.99E-07,1.00E-08,,1.71E-06,,
62.796875,9.99E-07,1.73E-09,,2.51E-06,,
62.8125,9.99E-07,1.24E-09,,3.39E-06,,
62.828125,9.99E-07,5.25E-09,,4.21E-06,,
62.84375,9.99E-07,3.53E-08,,4.35E-06,,
62.859375,9.99E-07,6.84E-08,,3.77E-06,,
62.875,9.99E-07,8.98E-08,,3.00E-06,,
62.890625,9.99E-07,1.11E-07,,2.32E-06,,
62.90625,9.99E-07,1.02E-07,,1.76E-06,,
62.921875,9.99E-07,8.68E-08,,1.60E-06,,
62.9375,9.99E-07,5.45E-08,,1.70E-06,,
62.953125,9.99E-07,2.30E-08,,1.67E-06,,
62.96875,9.99E-07,1.51E-08,,1.34E-06,,
62.984375,9.99E-07,3.42E-08,,1.01E-06,,
63,9.99E-07,6.54E-08,,1.13E-06,,
63.015625,5.07E-05,9.16E-08,,1.56E-06,,
63.03125,0.000389934,1.07E-07,,1.90E-06,,
63.046875,0.000800279,8.41E-08,,2.31E-06,,
63.0625,0.000962522,5.95E-08,,3.10E-06,,
63.078125,0.000993874,4.50E-08,,3.66E-06,,
63.09375,0.000998258,2.05E-08,,3.74E-06,,
63.109375,0.000998893,1.22E-08,,3.78E-06,,
63.125,0.000998988,2.03E-08,,3.86E-06,,
63.140625,0.000999,1.90E-08,,4.30E-06,,
63.15625,0.000999001,1.01E-08,,5.04E-06,,
63.171875,0.000999001,9.20E-09,,5.61E-06,,
